标准编号 	标准名称 										
沪作登字 -2012-F-00000306 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000305 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000307 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000315 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000326 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000288 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000312 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000313 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000271 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000272 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000273 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000293 	2012.3.14 	百丽丝 	上海市版权局 								
沪作登字 -2012-F-00000298 	2012.3.14 	百丽丝 	上海市版权局 								
序号 	作品名称 	作品名称 	登记号 	登记日期 	著作权人 	登记机关 					
131 	挚爱一生（被套） 	挚爱一生（被套） 	沪作登字 -2012-F-00000316 	2012.3.14 	百丽丝 	上海市版权局 					
132 	薇薇安-2 	薇薇安-2 	沪作登字 -2012-F-00000302 	2012.3.14 	百丽丝 	上海市版权局 					
133 	薇薇安-1 	薇薇安-1 	沪作登字 -2012-F-00000322 	2012.3.14 	百丽丝 	上海市版权局 					
134 	溯源印象-1 	溯源印象-1 	沪作登字 -2012-F-00000291 	2012.3.14 	百丽丝 	上海市版权局 					
135 	溯源印象-2 	溯源印象-2 	沪作登字 -2012-F-00000301 	2012.3.14 	百丽丝 	上海市版权局 					
136 	朦胧花影（床单） 	朦胧花影（床单） 	沪作登字 -2012-F-00000309 	2012.3.14 	百丽丝 	上海市版权局 					
137 	朦胧花影（床盖） 	朦胧花影（床盖） 	沪作登字 -2012-F-00000308 	2012.3.14 	百丽丝 	上海市版权局 					
138 	朦胧花影（被套） 	朦胧花影（被套） 	沪作登字 -2012-F-00000327 	2012.3.14 	百丽丝 	上海市版权局 					
139 	朦胧花影（中枕） 	朦胧花影（中枕） 	沪作登字 -2012-F-00000310 	2012.3.14 	百丽丝 	上海市版权局 					
140 	朦胧花影（靠垫） 	朦胧花影（靠垫） 	沪作登字 -2012-F-00000299 	2012.3.14 	百丽丝 	上海市版权局 					
141 	朦胧花影（小中枕） 	朦胧花影（小中枕） 	沪作登字 -2012-F-00000300 	2012.3.14 	百丽丝 	上海市版权局 					
142 	异彩风情（床单） 	异彩风情（床单） 	沪作登字 -2012-F-00000303 	2012.3.14 	百丽丝 	上海市版权局 					
143 	异彩风情（被套） 	异彩风情（被套） 	沪作登字 -2012-F-00000323 	2012.3.14 	百丽丝 	上海市版权局 					
144 	异彩风情（中枕） 	异彩风情（中枕） 	沪作登字 -2012-F-00000304 	2012.3.14 	百丽丝 	上海市版权局 					
145 	水星专卖店玫瑰金门头形象 	水星专卖店玫瑰金门头形象 	沪作登字-2016-F-00597184 	2016.4.19 	发行人 	上海市版权局 					
146 	桑巴舞曲 	桑巴舞曲 	2016-F-00712672 	2016.10.19 	发行人 	上海市版权局 					
147 	埃米尔 	埃米尔 	2017-F-00785605 	2017.2.15 	发行人 	上海市版权局 					
148 	柏宜斯 	柏宜斯 	2017-F-00785648 	2017.2.15 	发行人 	上海市版权局 					
149 	别居宜格 	别居宜格 	2017-F-00785654 	2017.2.15 	发行人 	上海市版权局 					
150 	朝阳公主 	朝阳公主 	2017-F-00785604 	2017.2.15 	发行人 	上海市版权局 					
151 	初夏之音 	初夏之音 	2017-F-00785651 	2017.2.15 	发行人 	上海市版权					
序号 	作品名称 	作品名称 	登记号 	登记日期 	著作权人 	登记机关 					
局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
上海市版权局 											
序号 	作品名称 	作品名称 	登记号 	登记日期 	著作权人 	登记机关 					
172 	觅春 	觅春 	2017-F-00785607 	2017.2.15 	发行人 	上海市版权局 					
173 	魔法礼物 	魔法礼物 	2017-F-00785593 	2017.2.15 	发行人 	上海市版权局 					
174 	霓裳若梦 	霓裳若梦 	2017-F-00785583 	2017.2.15 	发行人 	上海市版权局 					
175 	奇幻森林 	奇幻森林 	2017-F-00785586 	2017.2.15 	发行人 	上海市版权局 					
176 	汽车俱乐部 	汽车俱乐部 	2017-F-00785606 	2017.2.15 	发行人 	上海市版权局 					
177 	浅韵吟唱 	浅韵吟唱 	2017-F-00785588 	2017.2.15 	发行人 	上海市版权局 					
178 	轻风雅苑 	轻风雅苑 	2017-F-00785585 	2017.2.15 	发行人 	上海市版权局 					
179 	清香韵律 	清香韵律 	2017-F-00785590 	2017.2.15 	发行人 	上海市版权局 					
180 	清雅如歌 	清雅如歌 	2017-F-00785600 	2017.2.15 	发行人 	上海市版权局 					
181 	清逸琼苑 	清逸琼苑 	2017-F-00785598 	2017.2.15 	发行人 	上海市版权局 					
182 	清莹似翼 	清莹似翼 	2017-F-00785646 	2017.2.15 	发行人 	上海市版权局 					
183 	水晶之夏 	水晶之夏 	2017-F-00785595 	2017.2.15 	发行人 	上海市版权局 					
184 	素玉花开 	素玉花开 	2017-F-00785641 	2017.2.15 	发行人 	上海市版权局 					
185 	威尼斯花园 	威尼斯花园 	2017-F-00785589 	2017.2.15 	发行人 	上海市版权局 					
186 	小飞行家 	小飞行家 	2017-F-00785601 	2017.2.15 	发行人 	上海市版权局 					
187 	心随花开 	心随花开 	2017-F-00785596 	2017.2.15 	发行人 	上海市版权局 					
188 	旖旎花语 	旖旎花语 	2017-F-00785653 	2017.2.15 	发行人 	上海市版权局 					
189 	益智淘 	益智淘 	2017-F-00785608 	2017.2.15 	发行人 	上海市版权局 					
190 	仲夏之蓝 	仲夏之蓝 	2017-F-00785582 	2017.2.15 	发行人 	上海市版权局 					
191 	紫藤物语 	紫藤物语 	2017-F-00785597 	2017.2.15 	发行人 	上海市版权局 					
											
9 	怀旧格调 	09-2009-F-1197 	2009.10.09 	发行人 							
10 	神奈之旅 	09-2009-F-1198 	2009.10.09 	发行人 							
11 	都市驿站 	09-2009-F-1199 	2009.10.09 	发行人 							
12 	至臻风尚 	09-2009-F-1200 	2009.10.09 	发行人 							
13 	好多鱼 	09-2009-F-1201 	2009.10.09 	发行人 							
14 	戛纳印象 	09-2009-F-1202 	2009.10.09 	发行人 							
15 	奥斯菲 	09-2009-F-1203 	2009.10.09 	发行人 							
16 	春日布兰姆 	09-2009-F-1204 	2009.10.09 	发行人 							
17 	真爱至尚 	09-2009-F-1205 	2009.10.09 	发行人 							
18 	极至人生 	09-2009-F-1206 	2009.10.09 	发行人 							
19 	左岸迷香 	09-2009-F-1207 	2009.10.09 	发行人 							
20 	布鲁尔风情 	09-2009-F-1208 	2009.10.09 	发行人 							
21 	香榭风情 	09-2009-F-1209 	2009.10.09 	发行人 							
22 	数码时代 	09-2009-F-1210 	2009.10.09 	发行人 							
23 	阳光之星 	09-2009-F-1212 	2009.10.09 	发行人 							
24 	花园精灵 	09-2009-F-1213 	2009.10.09 	发行人 							
25 	穿梭 	09-2011-F-2117 	2011.12.21 	发行人 							
26 	春之物语 	09-2011-F-2118 	2011.12.21 	发行人 							
27 	梦幻 	09-2011-F-2120 	2011.12.21 	发行人 							
28 	意境 	09-2011-F-2110 	2011.12.21 	发行人 							
											
50 	美丽传说 	09-2011-F-2109 	2011.12.21 	发行人 							
51 	紫郁幽香 	09-2011-F-2136 	2011.12.21 	发行人 							
52 	花影霓裳 	09-2011-F-2125 	2011.12.21 	发行人 							
53 	馨香花影 	09-2011-F-2113 	2011.12.21 	发行人 							
54 	芝澜芬芳 	09-2011-F-2116 	2011.12.21 	发行人 							
55 	丝光魅影 	沪作登字-2012-F-00000010 	2012.1.4 	发行人 							
56 	奥黛丽 	沪作登字-2012-F-00000009 	2012.1.5 	发行人 							
57 	缤纷花季 	沪作登字-2012-F-00000008 	2012.1.5 	发行人 							
58 	非凡 	沪作登字-2012-F-00000007 	2012.1.5 	发行人 							
59 	概念 	沪作登字-2012-F-00000006 	2012.1.5 	发行人 							
60 	美人鱼 	沪作登字-2012-F-00000005 	2012.1.5 	发行人 							
61 	米兰畅想 	沪作登字-2012-F-00000004 	2012.1.5 	发行人 							
62 	森格 	沪作登字-2012-F-00000003 	2012.1.4 	发行人 							
63 	时光旅程 	沪作登字-2012-F-00000002 	2012.1.4 	发行人 							
64 	时尚摩纳哥 	沪作登字-2012-F-00000001 	2012.1.5 	发行人 							
65 	简约欧韵 	沪作登字-2012-F-00009792 	2012.5.28 	发行人 							
66 	水波纹 	沪作登字-2014-F-00200002 	2014.6.11 	发行人 							
67 	保暖被标示图 	沪作登字-2014-F-00273182 	2014.10.9 	发行人 							
68 	负离子被标示图 	沪作登字-2014-F-00273181 	2014.10.9 	发行人 							
69 	大漠情怀 	09-2004-F-420 	2004.7.29 	发行人 							
											
111 	布兰迪尔（信封枕） 										
112 	布兰迪尔（靠垫） 										
113 	圆舞曲之恋（床单） 										
114 	圆舞曲之恋（中枕） 										
115 	圆舞曲之恋（靠垫） 										
116 	圆舞曲之恋（被套） 										
117 	玫瑰盛宴（床盖） 										
118 	玫瑰盛宴（信封枕） 										
119 	玫瑰盛宴（中枕） 										
120 	玫瑰盛宴（靠垫） 										
121 	玫瑰盛宴（床单） 										
122 	玫瑰盛宴（被套） 										
123 	曼彻莱斯（被套） 										
124 	曼彻莱斯（床单） 										
125 	曼彻莱斯（中枕） 										
126 	挚爱一生（小中枕） 										
127 	挚爱一生（靠垫） 										
128 	挚爱一生（中枕） 										
129 	挚爱一生（床单） 										
130 	挚爱一生（床盖） 										
											
152 	淡雅若诗 	2017-F-00785644 	2017.2.15 	发行人 							
153 	迪玛利亚 	2017-F-00785652 	2017.2.15 	发行人 							
154 	点型 	2017-F-00785578 	2017.2.15 	发行人 							
155 	海洋之歌 	2017-F-00785599 	2017.2.15 	发行人 							
156 	海洋之星 	2017-F-00785643 	2017.2.15 	发行人 							
157 	蝴蝶纷飞 	2017-F-00785581 	2017.2.15 	发行人 							
158 	蝴蝶精灵 	2017-F-00785647 	2017.2.15 	发行人 							
159 	花妍弦音 	2017-F-00785645 	2017.2.15 	发行人 							
160 	花影菲语 	2017-F-00785642 	2017.2.15 	发行人 							
161 	花月晨曦 	2017-F-00785591 	2017.2.15 	发行人 							
162 	花韵凝香 	2017-F-00785587 	2017.2.15 	发行人 							
163 	卡洛斯蒂 	2017-F-00785602 	2017.2.15 	发行人 							
164 	克诺斯 	2017-F-00785592 	2017.2.15 	发行人 							
165 	快乐涂鸦 	2017-F-00785579 	2017.2.15 	发行人 							
166 	莱克斯 	2017-F-00785649 	2017.2.15 	发行人 							
167 	里尼月光 	2017-F-00785603 	2017.2.15 	发行人 							
168 	卢卡斯 	2017-F-00785650 	2017.2.15 	发行人 							
169 	绿野仙境 	2017-F-00785584 	2017.2.15 	发行人 							
170 	漫歌漫舞 	2017-F-00785580 	2017.2.15 	发行人 							
171 	萌宠飞翔 	2017-F-00785594 	2017.2.15 	发行人 							
											
序号 	产品/项目名称 	研发目的及意义 	技术要点/难点 	时间计划 	目前所处阶段 						
1 	纯棉面料仿丝光棉凉感整理技术开发 	通过功能整理技术攻关，获得一款效果达到丝光棉的手感，但是成本远远低于丝光棉的面料产品。 	解决凉感和光滑效果并存，而且耐洗性达到 10 次以上 	2017.1- 2018.12 	小试 						
2 	化纤被防钻绒工艺技术攻关 	解决被芯钻绒问题，可以减少退换货，提升消费者的体验，塑造好的品牌形象。 	面料和芯材的融合恰到好处地防止钻绒 	2017.2- 2018.12 	小试 						
3 	粘胶基硅藻土纤维功能性家纺面料的开发及应用 	开发一款特殊功能的材料和面料，增加产品的卖点，增强产品的健康和卫生效果。 	 适合粘胶纺丝的硅藻土粉体的研磨及纺丝工艺技术 	2017.2- 2018.12 	小试 						
4 	磨绒超柔保暖竹纤维面料及家纺产品的开发 	竹纤维材料环保健康，但是手感较凉，通过特殊工艺技术解决凉感问题，使之更适合于秋冬季使用。 	寻找到合适的不同材料组合及纺织技术 	2017.2- 2018.12 	小试 						
5 	醋青纤维家	首次将醋青纤维用于家纺	解决染色和印花问	2017.2- 	小试 						
序号 	产品/项目名称 	研发目的及意义 	技术要点/难点 	时间计划 	目前所处阶段 						
纺面料的开发及应用 	面料上，功能性好，成本低，市场前景广阔。 	题 	2018.12 								
艾草纤维家纺面料的开发及应用 	艾草纤维环保、健康、舒适，功能性强，首次做成家纺面料迎合市场消费需求。 	 和什么样的材料配合及配比问题 	2017.2- 2018.12 	小试 							
柔洁纺纱线家纺产品的开发 	柔洁纺纱线强度较高、毛羽少、表面光洁、纱线柔软质量好，用于生产柔软舒适的家纺产品，满足人们对家纺产品高品质的要求。 	 纺纱技术，提高纱线光洁度,提高产品抗起毛起球性、耐磨性 	2017.1- 2017.12 	小试 							
丝羊绒走锭纺纱线家纺产品的开发 	半精纺是一种介于精纺和粗纺之间的纺纱方式。半精纺纱线色泽均匀，表面光洁，手感蓬松、柔软，满足了人们对多种纤维混纺及利用短纤维纺高支纱的需求。丝和羊绒混纺产品，不仅保留了羊绒应有的柔软、高档本质，又克服了羊绒产品易缩水、易皱等缺点。丝羊绒产品柔软度高、保暖性强、吸湿透气、质地华丽。 	 棉纺设备和毛纺设备及不同工艺的有机结合使用 	2017.1- 2017.12 	小试 							
纯棉自捻纺纱线家纺产品的开发 	自捻纺与其他新型纺纱相比，也在工艺流程中取消了粗纱及络筒工序，实现了纺纱工艺的短流程，同时有卷装大，用人少等优点。另外它还有低速高产的特点，在社会竞争如此激烈的今天，它大大降低了生产成本和能耗。 	 加捻与卷绕工艺 	2017.1- 2017.12 	小试 							
结子线在家纺面料中的应用 	结子线在花式纱线中是一大类产品，结子线家纺面料和室内其它家居产品协调搭配，可以做到和谐美观大方的要求。 	 纱线的制备技术 	2017.1- 2017.12 	小试 							
嵌入式纺纱技术在家纺中的应用 	将嵌入式纺纱技术用于汉麻纤维产品的开发，降低了纺纱号数，改善了产品质量，丰富了汉麻类纤维混纺纱种类和规格，较好地满足了家纺产品的需要，拓宽了汉麻纤维的市场发展空间，取得较好的经济效益。 	 纱线的制备技术 	2017.1- 2017.12 	小试 							
面料雕花工艺在家纺产品中的应用 	面料再造中的雕花工艺，使家纺面料细节丰富，增加空间感和层次感，符合消费者	 后处理工艺 	2017.1- 2017.12 	小试 							
序号 	产品/项目名称 	研发目的及意义 	技术要点/难点 	时间计划 	目前所处阶段 						
的心理。为家纺事业的发展带来新的生命力。 											
泡泡纱面料本身具有波浪状结构，不仅在使用时具有通风排汗作用，还使面料具有立体感。搭配小提花纹样，使床品别具一番趣味。 	 纱线的制备技术 	2017.1- 2017.12 	小试 								
将两者市场接受度都很高的天然纤维有机组合，优势互补，形成的产品舒适度、保暖性都非常好。 	 组合缝制技术 	2017.1- 2017.12 	小试 								
双面提花加印花新技术的研发可以形成独特的新概念新形态产品，创造新的市场需求。 	一体成型织造技术 	2017.1- 2017.12 	小试 								
颈椎护理产品的开发具有很大的市场前景，特别是何枕头这类家纺产品结合将增加枕头的功能性。 	智能系统的研发和置入 	2017.1- 2017.12 	前期 研究 								
通过开发中药类的功能助剂并应用于床品，提升床品附加值。 	原材料有效成分的提取和微胶囊的制备 	2016.1- 2017.11 	中试 								
通过开发中药类的功能助剂并应用于床品，提升床品附加值。 	原材料有效成分的提取和微胶囊的制备 	2016.1- 2017.11 	中试 								
牛角瓜纤维是一种新型天然纤维，中空率大，保暖性好。开发这类纤维套件产品可以满足市场对于健康环保的品质生活需求。 	采用摩擦纺纺制一种皮芯结构的纱线,使得牛角瓜纤维的中空率得到保持 	2016.1- 2017.12 	中试 								
根据莲纤维的特殊性质，将其与适当的运用在家纺产品的生产中，开发出保健功能性家纺面料,促进家纺面料的多元化。同时还满足了人们崇尚自然,追求舒适和保健的需求。   	莲纤维的制备及其与棉的混纺 	2016.1- 2017.12 	中试 								
 火山灰纤维具有吸湿透气、抑菌防臭、防紫外线多种功能，应用于套件产品具有较好的市场价值。 	纤维制备与纺纱工艺优化 	2016.1- 2017.12 	中试 								
夜光刺绣用在各类床上用品上，可以引起儿童的好奇心，并且在黑暗状态下，可	 纤维制备与纺纱工艺优化 	2016.1- 2017.12 	中试 								
序号 	产品/项目名称 	研发目的及意义 	技术要点/难点 	时间计划 	目前所处阶段 						
品中的应用 	以调节儿童因为黑暗而不能入睡的情况。 										
											
6 											
7 											
8 											
9 											
10 											
11 											
12 											
											
13 	泡泡纱面料在家纺设计中的应用 										
14 	多功能羽绒蚕丝蛋白质纤维复合被的组合设计 										
15 	一种多用途双面提花加印花家纺面料的开发 										
16 	一种智能调温护颈保健枕的开发 										
17 	翼首草中药微胶囊的制备及家纺产品开发 										
18 	莲子心提取物微胶囊的制备及应用研究 										
19 	牛角瓜纤维家纺产品的开发 										
20 	莲纤维家纺产品的开发 										
21 	火山灰纤维家纺产品的开发 										
22 	蓄光纤维在儿童家纺产										
											
序号 	名称 	产品主要特点 	开发难点与要点 	时间计划 	目前所处阶段 						
1 	尊享生活系列 	本产品属于具有高贵感的真丝系列产品，既有真丝的高贵色泽，也满足床品使用持久、不易缩水等各项要求。面料的骨感与装饰效果，面料厚度的改变，是这个阶段真丝的开发方向。 	真丝的组织密度与花型代表着行业的最高标准，每款新品都需具有行业的领先地位。 多种纤维组合，是面料的特色。 	2017.3- 2017.10 	制订下季度新品计划与落实 						
2 	婚庆套件 	本产品花型多元化，既满足传统的客户需求，又需新的元素体现。中西合璧，为产品市场的特色。 	婚庆为特定产品，花型设计与面料选择具有创新性与婚庆特性。 下一季的婚庆新品强调典型特征，题材不重复，面料的提升与变化。 	2017.3- 2017.10 	分批落实与推出 						
3 	橱窗花型 	本产品选择合适的面料与独创的花型，是公司品牌当季流行风格的代表体现。 	橱窗概念与面料开发结合。 每季节流行风潮的聚集点。 	2017.3- 2017.10 	分批落实与推出 						
4 	高密多纬全涤色织大提花 	本产品具有逼真的层次，体现所设计产品的奢华风格与顶尖写实风格。 	主要工艺难点为高度写真的花型效果与多纬提花的结合，采用国际领先的工艺水准。结合了真丝的关注与悬垂，奢华与浪漫的气息，经典的表达。 	2015.8- 2017.6 	落实阶段 						
5 	色纺纱面料与印花 	作为高端客户典型产品的设计，色纺纱面料具有金属般质感，并与现代装饰花型印花结合，产品具有前端的设计风格。 	涉及应用色纺纱结消隐来保持面料底色的一致性、金属色浆、特种印染等工艺的处理。 	2016.5- 2017.4 	落实阶段 						
6 	青年款式 	年轻一代生活文化与家居的结合，床品不再完全是保暖、舒适。体现生活，愉悦	新生活方式的表现，未来主题的体现。 	2016.10- 2017.10 	规划阶段 						
											
情感，亲近生活，有未来色彩的家居感。青年人愿意接受与表达的楷模。 	主题与现实产品的结合。 										
古典的艺术风格与较好面料手感的体现。来源于古老的丝绸工艺与现代工艺的互相碰撞。   	印花工艺与丝绸工艺选择上有突破，丝绸的质感提升，需要有更新的工艺保障。 	2016.10- 2017.4 	规划与设计画稿 								
没有了以往套色的限制，印花工艺困难得到释放，也更有助于设计题材的开放。优质的环保工艺，让产品有了更多的说服能力。 	高价的成本，需要全新的产品诉说理念。市场接受价格的影响，也需要优质的设计来补偿。 	2016.5- 2017.17 	画稿设计与落实阶段 								
将羽绒的轻柔、蚕丝的飘感相结合。华丽的体验型产品与未来生活的有效链接，客户对于自己的产品体验会留下美好，认同的趋向。 	主要是工艺特性的突破，以及与既往产品的区分。 	2016.8- 2017.10 	试制阶段 								
											
7 	丝绸风格的缎纹印花 										
8 	数码喷绘与印花 										
9 	轻柔被 										
											
项目 	2016 年度 	2015 年度 	2014 年度 								
研发支出（万元） 	6,796.12 	  6,402.53   	  6,369.16   								
研发支出（万元） 	6,796.12 	  6,402.53   	  6,369.16   								
占营业收入比重 	3.44% 	3.46% 	3.59% 								
占营业收入比重 	3.44% 	3.46% 	3.59% 								
											
序号 	名称 	产品介绍 	主要成果及奖项 								
1 	抗菌防螨除臭新型纤维芯被系列 	银离子抗菌防螨被（枕）、抗菌纤维被/枕、壳聚糖抗菌纤维枕/枕、抗菌防螨羊毛被/床垫、抗菌除臭纤维被/枕 	4 项发明授权，1 项实用新型授权   								
2 	莱赛尔纤维纺织技术新产品 	再生天丝被芯家纺产品 	1 项发明授权 								
3 	卫生整理新材料套件及夏令品 	甲壳素 40s缎纺素色绣花家纺四件套/六件套、抗菌粘胶与棉纤维产品、清新除味光触媒四件套/多件套、全棉 60s 抗菌纤维大提花四件套/六件套、抗菌防螨凉席系列 	2 项发明授权，2 项实用授权  								
3 	卫生整理新材料套件及夏令品 	甲壳素 40s缎纺素色绣花家纺四件套/六件套、抗菌粘胶与棉纤维产品、清新除味光触媒四件套/多件套、全棉 60s 抗菌纤维大提花四件套/六件套、抗菌防螨凉席系列 	2 项发明授权，2 项实用授权  								
4 	麻类纤维纺织技术新产品 	大麻三件套/四件套/大麻床护套、罗布麻藤席、罗布麻纤维与天丝混纺产品系列产品 	2 项发明授权，1 项实用授权  								
5 	复合新型长效负离子系列 	负离子全棉 60s 大提花四件套/六件套、负离子羊毛被、负离子羽绒被、芦荟护肤负离子可水洗蚕丝被、负离子 SORONA 纤维提花套件、负离子蚕丝被/枕系列、负离子纤维被/枕、负离子凉席系列 	负离子蚕丝被获 2011年度上 海市奉贤区 专利新产品；4 项发明授权，  2 项实用授权  								
6 	天然缓释芳香材料技术产品 	芳香仿藤席、馨香纤维/蚕丝被枕系列 	1 项发明授权，1 项实用授权 								
6 	天然缓释芳香材料技术产品 	芳香仿藤席、馨香纤维/蚕丝被枕系列 	1 项发明授权，1 项实用授权 								
7 	药物、物理保健型纤维材料产品 	保健护肤枕套系列产品、翡翠珍珠纤维与天丝混纺家纺产品、中药保健套件、吸湿排汗珍珠家纺产品、珍珠竹纤维家纺产品、中药保健纤维被/枕 	3 项发明授权 								
8 	新型多功能椰炭纤维产品系列 	改性椰炭纤维被、椰炭天丝套件、清馨椰炭纤维被/床垫 	1 项实用授权 								
9 	环保型天然纤维材料产品 	天然棉短绒纤维四件套 	1 项发明授权 								
9 	环保型天然纤维材料产品 	天然棉短绒纤维四件套 	1 项发明授权 								
10 	轻量化控温纤维材料产品 	远红外保暖蚕丝被、量子能纤维被/枕、智能调温被/枕 	2 项发明授权，  2 项实用授权  								
11 	多层结构增柔复合羽绒材料产品 	超柔无噪声羽绒被、无漏洞羽绒被 	2 项实用授权   								
12 	天丝美容巾 	天丝纤维喷气涡流纺制备毛巾 	1 项发明授权   								
12 	天丝美容巾 	天丝纤维喷气涡流纺制备毛巾 	1 项发明授权   								
13 	天丝超柔家纺面料套件 	一种天丝精梳棉混纺超柔家纺面料套件 	1 项发明授权，2016 年获得奉 贤区专利新 产品称号 								
14 	复合长效抗菌防臭羽绒产品 	采用特殊工艺对羽绒纤维进行长效抗菌防臭整理，并制成羽绒被 	1 项发明授权 								
14 	复合长效抗菌防臭羽绒产品 	采用特殊工艺对羽绒纤维进行长效抗菌防臭整理，并制成羽绒被 	1 项发明授权 								
15 	珍珠纤维与天丝混充被 	一种珍珠纤维与天丝混充被 	1 项发明授权   								
序号 	名称 	产品介绍 	主要成果及奖项 								
16 	芳香类长效缓释纤维面料 	采用芳香纤维制成面料坯布，并通过后整理方法提升芳香持久性从而制得长效的芳香面料，并用于套件或被芯面料 	1 项发明授权 								
17 	冰丝席 	纸线和冰丝纱线两种材料编织而成的凉席 	实用新型专利   								
18 	PTT 仿毛面料 	一种 PTT 纤维精梳仿毛面料  	1 项发明授权 								
19 	多功能智能水毯 	具有恒温、负离子等多功能的智能水毯 	1 项发明授权、7 项实用新型专利授权 								
19 	多功能智能水毯 	具有恒温、负离子等多功能的智能水毯 	1 项发明授权、7 项实用新型专利授权 								
											
